"","GS001c","GS002","GS003","GS004","GS005","GS006","GS007","GS008","GS009","GS011","GS013","GS014","GS015","GS016","GS017","GS018","GS019","GS021","GS022","GS023","GS026","GS027","GS028","GS029","GS030","GS031","GS034","GS035","GS036","GS048a","GS049","GS051","GS108a","GS110a","GS112a","GS113","GS114","GS117a","GS119","GS120","GS121","GS122a","GS123","GS148","GS149"
"DUF1499",1.48894828138145e-05,0,1.28503321810869e-05,5.87682181476258e-05,4.37534638158854e-05,0,0,6.82423056800346e-05,3.72835225472103e-05,1.73557878659902e-05,5.06165731314576e-05,3.90622820185155e-05,0.000105236921543106,8.72823759426497e-05,9.67676750427628e-05,8.4530853761623e-05,8.43752801522974e-05,4.46254253360852e-05,5.80932629242987e-05,9.39979541621741e-05,0.000143152211701671,5.77102496609523e-05,4.09514130098916e-05,2.09289305839695e-05,3.60407115878096e-06,9.19376785123258e-06,8.50245242612166e-05,7.81555295037124e-05,7.44317600320057e-05,4.85177817670176e-05,0.000206403673985397,5.94883997620464e-05,0.000143864192202561,8.86900479911704e-05,0.000168369064990459,7.08938294010889e-05,8.77403504968943e-05,3.94101094812841e-05,0.000111973723499552,0.000150548561320311,0.000100919715002725,0.000113054292149684,7.95245875565709e-05,2.41931581748681e-05,1.4800891013639e-05
"CcmH",0.000305234397683196,0.000294206190645612,0.000244156311440651,0.000161612599905971,0.000262520782895313,0.00028568367674892,0.000297171913952221,0.000136484611360069,0.000205059374009656,0.000173557878659902,0.000145522647752941,0.000284596626134899,0.000276939267218699,0.000238571827576576,0.000256149728054372,0.000288399383422008,0.000358594940647264,0.000245439839348469,0.000319512946083643,0.000287523153907827,0.000218136703545403,0.000288551248304761,0.000271768468156554,0.000350559587281489,0.000378427471672001,0.000360089240839943,0.00030821390044691,0.000258890191481047,0.000279119100120021,0.000252292465188492,0.000361206429474445,0.000297441998810232,0.000233779312329161,0.000295633493303901,0.000364799640812661,0.000368647912885662,0.000301930029651077,0.000317908216482359,0.000335921170498656,0.000263459982310544,0.000269119240007266,0.000321769908426023,0.000238573762669713,0.000274189125981839,0.000310818711286419
"MSG",0,0,0,0,0,0,0,5.68685880666955e-06,0,5.78526262199673e-06,0,0,0,0,0,0,0,5.57817816701065e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85444977679671e-06,0,0,0,0,0,0,1.34559620003633e-05,8.69648401151414e-06,0,0,0
"YgbB",0.000394571294566083,0.000335258217247325,0.000346958968889346,0.000220380818053597,0.000262520782895313,0.000392815055529765,0.000264152812401975,0.000284342940333477,0.000391476986745708,0.000416538908783764,0.000227774579091559,0.000323658908153414,0.000382176188761805,0.000308397728330695,0.000392762916350037,0.000358013027696286,0.000421876400761487,0.000396050649857756,0.000360178230130652,0.000398108982333914,0.000545341758863508,0.000355879872909206,0.000402068418642572,0.000371488517865458,0.000394645791886515,0.000401461196170489,0.000318841965979562,0.000288198515044939,0.000316334980136024,0.000349328028722527,0.000395607041805344,0.000356930398572278,0.000341677456481082,0.000354760191964682,0.000439630336363976,0.0003190222323049,0.000394831577236024,0.000380964391652413,0.000298596595998806,0.000451645683960933,0.000363310974009809,0.000452217168598736,0.000361475397984413,0.000314511056273286,0.000333020047806878
"HRDC",9.6781638289794e-05,0.000150524097539615,0.000282707307983911,0.000117536436295252,0.000422950150220226,0.000154745324905665,0.000231133710851728,0.000233161211073451,0.000111850567641631,0.000202484191769885,0.000246755794015856,0.000167409780079352,8.30817801656097e-05,0.000145470626571083,9.96137831322558e-05,7.95584505991746e-05,6.3281460114223e-05,0.000128298097841245,0.000104567873263738,0.000105056537004783,6.81677198579385e-05,0.000115420499321905,0.000104239960388815,9.41801876278627e-05,0.000156777095406972,0.00012411586599164,0.000138164851924477,0.000185619382571317,0.000186079400080014,6.79248944738247e-05,8.60015308272487e-05,0.000101130279595479,8.99151201266005e-05,2.95633493303901e-05,0.000102892206383058,7.08938294010889e-05,6.45149636006575e-05,0.000118230328443852,9.95321986662685e-05,0.000131729991155272,0.000107647696002906,6.95718720921132e-05,0.000144590159193765,0.000112901404816051,0.000111006682602293
"DUF846",0,0,0,0,1.45844879386285e-05,1.1903486531205e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptidase_M8",0,6.84200443361887e-06,0,0,0,0,0,0,0,1.15705252439935e-05,6.3270716414322e-06,0,1.66163560331219e-05,0,0,0,0,5.57817816701065e-06,0,0,0,0,0,0,0,0,5.31403276632604e-06,0,0,0,0,0,0,0,0,1.41787658802178e-05,5.1611970880526e-06,0,0,1.88185701650389e-05,0,0,0,8.06438605828938e-06,0
"Spindle_Spc25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31403276632604e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69648401151414e-06,0,0,0
"Neil1-DNA_bind",0,0,0,0,1.45844879386285e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88472059398202e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ivy",0,0,0,0,0,0,0,0,0,0,0,5.58032600264507e-06,0,0,0,0,0,0,5.80932629242987e-06,0,6.81677198579385e-06,0,0,0,5.40610673817144e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40044550681951e-06
"Gal4_dimer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PspB",7.44474140690723e-06,4.10520266017132e-05,1.28503321810869e-05,2.93841090738129e-05,1.45844879386285e-05,0,0,5.68685880666955e-06,0,0,1.89812149242966e-05,1.11606520052901e-05,5.53878534437398e-06,5.81882506284331e-06,1.13844323579721e-05,0,1.58203650285558e-05,0,0,1.10585828426087e-05,0,9.61837494349205e-06,7.44571145634393e-06,5.23223264599237e-06,0,3.06458928374419e-06,0,0,0,9.70355635340352e-06,0,0,0,0,0,7.08938294010889e-06,7.7417956320789e-06,7.88202189625683e-06,0,0,0,8.69648401151414e-06,1.44590159193765e-05,8.06438605828938e-06,1.4800891013639e-05
"Sed5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72285572817197e-06,0,0,0,0,0,9.30397000400071e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF1956",0,0,2.57006643621738e-05,0,0,0,3.30191015502468e-05,5.68685880666955e-06,9.32088063680257e-06,0,6.3270716414322e-06,0,5.53878534437398e-06,0,0,0,0,0,0,5.52929142130436e-06,0,6.41224996232803e-06,0,0,0,1.5322946418721e-06,0,0,0,9.70355635340352e-06,0,0,0,0,0,0,2.5805985440263e-06,0,0,0,0,8.69648401151414e-06,0,0,7.40044550681951e-06
"DASH_Hsk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80932629242987e-06,0,0,0,0,0,0,0,5.31403276632604e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72798100018166e-06,0,0,0,0
"GSPII_F",0.000171229052358866,0.000328416212813706,0.000192754982716303,0.000381993417959567,0.000218767319079427,0.000440429001654585,0.000247643261626851,0.000290029799140147,0.000391476986745708,0.000462821009759738,0.000265737008940152,0.000184150758087287,0.000221551413774959,0.000308397728330695,0.000284610808949302,0.000387847446670976,0.000263672750475929,0.000384894293523735,0.000273038335744204,0.000398108982333914,0.000340838599289692,0.000298169623248253,0.000253154189515694,0.000230218236423664,0.000254087016694058,0.000188472240950268,0.000292271802147932,0.000224697147323173,0.000223295280096017,0.00052399204308379,0.000189203367819947,0.000356930398572278,0.000197813264278521,0.000236506794643121,0.000261907434429603,0.000219770871143376,0.000283865839842893,0.000241715338151876,0.000261272021498955,0.000188185701650389,0.000275847221007448,0.000260894520345424,0.000260262286548777,0.000314511056273286,0.000340420493313697
"DUF2010",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,3.34819560158704e-05,6.64654241324878e-05,4.07317754399032e-05,3.69994051634093e-05,5.96688379493809e-05,3.16407300571115e-05,1.6734534501032e-05,5.80932629242987e-06,3.31757485278262e-05,5.45341758863508e-05,3.20612498116402e-05,2.60599900972038e-05,2.09289305839695e-05,5.40610673817144e-06,9.19376785123258e-06,5.31403276632604e-05,1.46541617819461e-05,2.79119100120021e-05,2.91106690602106e-05,9.46016839099736e-05,1.78465199286139e-05,3.59660480506402e-05,3.94177991071868e-05,3.74153477756576e-05,2.83575317604356e-05,3.35477810723419e-05,1.05093625283424e-05,2.48830496665671e-05,3.76371403300777e-05,2.69119240007266e-05,4.34824200575707e-05,2.16885238790648e-05,1.61287721165788e-05,2.22013365204585e-05
"Kringle",0,0,0,4.40761636107193e-05,0,0,3.30191015502468e-05,0,0,5.78526262199673e-06,6.3270716414322e-06,5.58032600264507e-06,1.1077570688748e-05,5.81882506284331e-06,5.69221617898605e-06,0,5.27345500951859e-06,5.57817816701065e-06,5.80932629242987e-06,5.52929142130436e-06,0,1.28244999246561e-05,7.44571145634393e-06,0,0,3.06458928374419e-06,0,1.46541617819461e-05,9.30397000400071e-06,0,8.60015308272487e-06,0,0,9.85444977679671e-06,0,7.08938294010889e-06,5.1611970880526e-06,0,1.24415248332836e-05,1.88185701650389e-05,6.72798100018166e-06,0,0,8.06438605828938e-06,7.40044550681951e-06
"NLPC_P60",0.000163784310951959,0.000294206190645612,0.000295557640164998,0.00020568876351669,0.000204182831140799,0.000345201109404945,0.000247643261626851,7.96160232933737e-05,0.000279626419104077,0.000607452575309656,0.000240428722374423,0.000189731084089933,0.000354482262039935,0.000186202402010986,0.000236226971427921,0.000193923723335488,0.000300586935542559,0.000245439839348469,0.000220754399112335,0.000265405988222609,0.000340838599289692,0.000266108373436613,0.000275491323884726,0.000141270281441794,0.000297335870599429,0.000228311901638942,0.000260387605549976,0.000278429073856975,0.000186079400080014,0.000310513803308913,0.00031820566406082,0.000208209399167162,0.000197813264278521,0.000325196842634292,0.000252553597485689,0.000233949637023593,0.000232253868962367,0.000218069272463106,0.000435453369164925,0.000263459982310544,0.000269119240007266,0.000269591004356938,0.000216885238790648,0.000306446670214997,0.000347820938820517
"DUF1345",0,0,0,0,0,0,0,5.68685880666955e-06,0,2.89263131099836e-05,6.3270716414322e-06,0,0,0,0,4.97240316244841e-06,0,0,0,0,0,3.20612498116402e-06,0,0,5.40610673817144e-06,0,0,0,0,0,0,0,0,0,0,0,2.5805985440263e-06,0,0,0,0,0,7.22950795968826e-06,8.06438605828938e-06,0
"WW",1.48894828138145e-05,1.36840088672377e-05,1.28503321810869e-05,5.87682181476258e-05,1.45844879386285e-05,0,3.30191015502468e-05,1.13737176133391e-05,3.72835225472103e-05,1.15705252439935e-05,0.00011388728954578,1.11606520052901e-05,3.87714974106179e-05,6.40070756912764e-05,3.98455132529023e-05,1.98896126497936e-05,5.27345500951859e-05,1.6734534501032e-05,3.48559577545792e-05,5.52929142130436e-06,2.04503159573815e-05,3.52673747928042e-05,1.86142786408598e-05,2.09289305839695e-05,7.20814231756192e-06,7.66147320936048e-06,1.06280655326521e-05,1.95388823759281e-05,3.72158800160028e-05,0,8.60015308272487e-06,1.78465199286139e-05,0,2.95633493303901e-05,0,1.41787658802178e-05,3.09671825283156e-05,1.3136703160428e-05,3.73245744998507e-05,9.40928508251943e-05,1.34559620003633e-05,0,4.33770477581296e-05,6.45150884663151e-05,1.4800891013639e-05
"IMS",0.000521131898483506,0.000396836257149895,0.000398360297613693,0.000367301363422661,0.000525041565790625,0.00035710459593615,0.000264152812401975,0.00037533268124019,0.000410118748019313,0.000416538908783764,0.000398605513410228,0.000435265428206316,0.00054280096374865,0.000436411879713248,0.000532222212735195,0.000467405897270151,0.00041132949074245,0.000474145144195906,0.000406652840470091,0.000447872605125653,0.0004430901790766,0.000541835121816719,0.000517476946215903,0.000486597636077291,0.000558631029611049,0.000497995758608431,0.000457006817904039,0.000532434544744041,0.00053032629022804,0.000572509824850808,0.000550409797294392,0.000559190957763236,0.000413609552582362,0.000551849187500616,0.00061735323829835,0.000489167422867514,0.000474830132100839,0.000415119819869526,0.000609634716830895,0.000376371403300777,0.000524782518014169,0.000495699588656306,0.000506065557178178,0.000580635796196835,0.000510630739970546
"Flavi_NS5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80932629242987e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ssDNA-exonuc_C",1.48894828138145e-05,0,0,0,0,0,0,0,0,0,0,0,1.1077570688748e-05,2.90941253142166e-05,2.84610808949302e-06,1.49172094873452e-05,5.27345500951859e-06,0,5.80932629242987e-06,1.10585828426087e-05,2.04503159573815e-05,3.20612498116402e-06,3.72285572817197e-06,5.23223264599237e-06,9.0101778969524e-06,3.06458928374419e-06,0,4.88472059398202e-06,0,0,8.60015308272487e-06,0,0,1.97088995535934e-05,9.35383694391439e-06,0,1.03223941761052e-05,1.83913844245993e-05,1.24415248332836e-05,5.64557104951166e-05,1.34559620003633e-05,8.69648401151414e-06,7.22950795968826e-06,8.06438605828938e-06,7.40044550681951e-06
"Indigoidine_A",4.46684484414434e-05,2.73680177344755e-05,2.57006643621738e-05,7.34602726845322e-05,8.75069276317708e-05,4.761394612482e-05,3.30191015502468e-05,9.66765997133823e-05,1.86417612736051e-05,0.000115705252439935,0.000107560217904347,7.2544238034386e-05,9.41593508543576e-05,7.5644725816963e-05,6.54604860583395e-05,2.48620158122421e-05,2.10938200380743e-05,5.57817816701065e-05,0.000104567873263738,4.42343313704349e-05,5.45341758863508e-05,4.48857497362962e-05,7.07342588352674e-05,0.000115109118211832,5.40610673817144e-05,7.66147320936048e-05,5.84543604295864e-05,7.81555295037124e-05,0.000102343670044008,4.85177817670176e-05,4.30007654136244e-05,9.51814396192742e-05,7.19320961012804e-05,0.000108398947544764,4.6769184719572e-05,9.92513611615245e-05,8.25791534088416e-05,6.83108564342258e-05,3.73245744998507e-05,3.76371403300777e-05,4.70958670012716e-05,3.47859360460566e-05,8.67540955162592e-05,3.22575442331575e-05,5.18031185477366e-05
"MBF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84610808949302e-06,0,0,0,0,0,0,0,0,1.04644652919847e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cytochrom_NNT",0,0,1.28503321810869e-05,1.46920545369064e-05,0,2.380697306241e-05,1.65095507751234e-05,5.68685880666955e-05,1.86417612736051e-05,1.15705252439935e-05,2.53082865657288e-05,5.58032600264507e-06,0,5.81882506284331e-06,8.53832426847907e-06,4.97240316244841e-06,0,1.11563563340213e-05,5.80932629242987e-06,0,1.36335439715877e-05,3.20612498116402e-06,3.72285572817197e-06,0,7.20814231756192e-06,4.59688392561629e-06,5.31403276632604e-06,0,0,0,0,5.94883997620464e-06,0,9.85444977679671e-06,9.35383694391439e-06,0,7.7417956320789e-06,0,1.24415248332836e-05,0,6.72798100018166e-06,0,0,1.61287721165788e-05,0
"DUF3318",2.23342242207217e-05,6.84200443361887e-06,0,1.46920545369064e-05,0,0,0,0,0,0,0,0,9.96981361987316e-05,4.07317754399032e-05,4.83838375213814e-05,7.45860474367262e-05,5.27345500951859e-05,0,2.90466314621493e-05,7.7410079898261e-05,5.45341758863508e-05,6.09163746421163e-05,1.48914229126879e-05,0,9.0101778969524e-06,0,4.78262948969343e-05,0,0,2.91106690602106e-05,7.74013777445239e-05,0,8.99151201266005e-05,0.000137962296875154,4.6769184719572e-05,3.54469147005445e-05,5.67731679685786e-05,5.25468126417122e-06,0.000124415248332836,1.88185701650389e-05,0.000100919715002725,6.95718720921132e-05,1.44590159193765e-05,4.83863163497363e-05,5.18031185477366e-05
"ICln_channel",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SeleniumBinding",7.44474140690723e-06,1.36840088672377e-05,0,5.87682181476258e-05,0,0,1.65095507751234e-05,5.68685880666955e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41224996232803e-06,0,0,7.20814231756192e-06,3.06458928374419e-06,0,4.88472059398202e-06,9.30397000400071e-06,0,0,5.94883997620464e-06,0,0,0,0,2.5805985440263e-06,2.62734063208561e-06,1.24415248332836e-05,0,0,0,0,0,0
"Endonuc_Holl",1.48894828138145e-05,0,0,1.46920545369064e-05,2.91689758772569e-05,3.5710459593615e-05,0,4.54948704533564e-05,1.86417612736051e-05,1.73557878659902e-05,0,2.79016300132254e-05,0,0,2.84610808949302e-06,4.97240316244841e-06,0,1.11563563340213e-05,1.74279788772896e-05,0,0,0,7.44571145634393e-06,0,1.80203557939048e-06,4.59688392561629e-06,1.06280655326521e-05,0,0,9.70355635340352e-06,0,3.56930398572278e-05,0,9.85444977679671e-06,9.35383694391439e-06,0,1.03223941761052e-05,2.62734063208561e-05,0,0,0,0,7.22950795968826e-06,0,1.4800891013639e-05
"EMP24_GP25L",0,0,0,4.40761636107193e-05,0,0,0,5.68685880666955e-06,0,5.78526262199673e-06,2.53082865657288e-05,0,5.53878534437398e-06,0,0,9.94480632489682e-06,0,0,0,5.52929142130436e-06,6.81677198579385e-06,0,3.72285572817197e-06,1.56966979379771e-05,0,0,2.65701638316302e-05,0,0,0,0,1.18976799524093e-05,0,9.85444977679671e-06,0,0,2.5805985440263e-06,0,0,0,0,0,0,0,0
"CUB",0,0,2.57006643621738e-05,0,0,0,0,3.41211528400173e-05,1.86417612736051e-05,1.15705252439935e-05,6.3270716414322e-06,0,0,5.81882506284331e-06,0,4.97240316244841e-06,1.05469100190372e-05,5.57817816701065e-06,1.16186525848597e-05,0,6.81677198579385e-06,1.92367498869841e-05,1.48914229126879e-05,0,0,1.5322946418721e-05,5.31403276632604e-06,1.46541617819461e-05,0,1.9407112706807e-05,0,1.18976799524093e-05,0,0,9.35383694391439e-06,7.08938294010889e-06,2.5805985440263e-06,7.88202189625683e-06,0,0,0,2.60894520345424e-05,1.44590159193765e-05,1.61287721165788e-05,0
"Med7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22950795968826e-06,0,0
"AXE1",0.000178673793765774,0.00012315607980514,0.000179904650535216,0.000117536436295252,0.000175013855263542,0.00014284183837446,0.000165095507751234,0.000244534928686791,0.000167775851462446,0.000161987353415908,0.000164503862677237,0.000111606520052901,0.00011077570688748,0.000209477702262359,0.000153689836832623,0.000183978917010591,0.000205664745371225,0.000161767166843309,0.000174279788772896,0.000132702994111305,0.000143152211701671,0.000189161373888677,0.000204757065049458,0.000230218236423664,0.000207234091629905,0.000151697169545338,0.000100966622560195,0.000175849941383353,0.000167471460072013,0.000116442676240842,0.000137602449323598,0.000118976799524093,0.000125881168177241,0.000137962296875154,0.000130953717214802,0.000141787658802178,0.000162577708273657,0.000144503734764709,0.000161739822832686,7.52742806601554e-05,0.000235479335006358,0.000173929680230283,0.000195196714911583,0.00012903017693263,0.000185011137670488
"VEFS-Box",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97240316244841e-06,0,0,0,0,0,0,0,0,0,9.19376785123258e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SirA",0.000104226379696701,0.000129998084238759,6.42516609054344e-05,0.000102844381758345,0.000145844879386285,4.761394612482e-05,9.90573046507404e-05,0.000181979481813426,9.32088063680256e-05,2.31410504879869e-05,0.000139195576111508,0.000111606520052901,0.000138469633609349,0.000110557676194023,0.000156535944922116,0.000104420466411417,0.000126562920228446,0.000200814414012384,0.000116186525848597,0.000132702994111305,0.000224953475531197,0.000118626624303069,0.000119131383301503,0.000130805816149809,8.82997433901335e-05,7.9679321377349e-05,0.000148792917457129,7.81555295037124e-05,0.000111647640048008,0.00016496045800786,0.000129002296240873,8.3283759666865e-05,8.99151201266005e-05,0.000137962296875154,0.000140307554158716,0.000120519509981851,9.03209490409205e-05,9.98389440192532e-05,8.7090673832985e-05,0.000263459982310544,0.000100919715002725,0.000139143744184226,0.000130131143274389,5.64507024080257e-05,5.18031185477366e-05
"Vpu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69221617898605e-06,0,0,0,0,5.52929142130436e-06,6.81677198579385e-06,0,0,0,1.80203557939048e-06,0,0,0,0,0,0,0,0,0,0,0,2.5805985440263e-06,2.62734063208561e-06,0,0,0,0,0,8.06438605828938e-06,0
"CagX",0,0,0,0,0,0,0,1.70605764200086e-05,0,1.15705252439935e-05,0,0,0,0,2.84610808949302e-06,0,0,1.6734534501032e-05,0,0,0,3.20612498116402e-06,0,0,0,1.5322946418721e-06,0,0,0,4.85177817670176e-05,2.58004592481746e-05,0,0,0,0,0,2.5805985440263e-06,0,0,0,0,0,0,0,0
"ScpA_ScpB",0.000372237070345362,0.000348942226114563,0.000244156311440651,0.000367301363422661,0.000320858734649826,0.0002380697306241,0.000247643261626851,0.000210413775846773,0.000316909941651287,0.000387612595673781,0.000253082865657288,0.00040736379819309,0.000409870115483674,0.000372404804021972,0.000401301240618516,0.000382875043508528,0.000363868395656782,0.000334690690020639,0.000389224861592801,0.000315169611014349,0.000388556003190249,0.000371910497815026,0.000331334159807305,0.000334862889343512,0.000382031542830782,0.000378476776542408,0.000398552457474453,0.00038589292692458,0.000372158800160028,0.000368735141429334,0.00031820566406082,0.000368828078524688,0.000431592576607682,0.000364614641741478,0.000392861151644405,0.000375737295825771,0.000438701752484471,0.000417747160501612,0.000435453369164925,0.000508101394456049,0.000444046746011989,0.000452217168598736,0.000325327858185972,0.000241931581748681,0.000362621829834156
"TFIID_90kDa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80203557939048e-06,0,0,0,0,0,0,5.94883997620464e-06,0,0,0,0,0,0,1.24415248332836e-05,0,0,0,0,0,0
